system,budget,selected_positive_count,fixed_negative_count,seed,sarcasm_dev_f1,sarcasm_test_f1,dev_threshold,pos_weight,data_hash,mask_hash
vipragsent_full_vistral,128,8,16,20260521,0.667349279387583,0.667349279387583,0.5,2.0,ACE74FB2B40E060F29E969E6351ADD243AE5B5D01BC844DB888B22CD0D158E15,4900CCEB12CB4BBAA7651B916FB5C5CBA5BCF244FDEE1FAC93026B7049208DAC
vipragsent_full_vistral,128,8,16,20260522,0.667349279387583,0.667349279387583,0.5,2.0,ACE74FB2B40E060F29E969E6351ADD243AE5B5D01BC844DB888B22CD0D158E15,4900CCEB12CB4BBAA7651B916FB5C5CBA5BCF244FDEE1FAC93026B7049208DAC
vipragsent_full_vistral,128,8,16,20260523,0.667349279387583,0.667349279387583,0.5,2.0,ACE74FB2B40E060F29E969E6351ADD243AE5B5D01BC844DB888B22CD0D158E15,4900CCEB12CB4BBAA7651B916FB5C5CBA5BCF244FDEE1FAC93026B7049208DAC
vipragsent_full_vistral,256,8,16,20260521,0.667349279387583,0.667349279387583,0.5,2.0,ACE74FB2B40E060F29E969E6351ADD243AE5B5D01BC844DB888B22CD0D158E15,73CCF08D5E5FCF18DD30A1C025B9903F716A86FB2EF8E869E16ACFEFB6685FCC
vipragsent_full_vistral,256,8,16,20260522,0.667349279387583,0.667349279387583,0.5,2.0,ACE74FB2B40E060F29E969E6351ADD243AE5B5D01BC844DB888B22CD0D158E15,73CCF08D5E5FCF18DD30A1C025B9903F716A86FB2EF8E869E16ACFEFB6685FCC
vipragsent_full_vistral,256,8,16,20260523,0.667349279387583,0.667349279387583,0.5,2.0,ACE74FB2B40E060F29E969E6351ADD243AE5B5D01BC844DB888B22CD0D158E15,73CCF08D5E5FCF18DD30A1C025B9903F716A86FB2EF8E869E16ACFEFB6685FCC
vipragsent_full_vistral,512,8,16,20260521,0.667349279387583,0.667349279387583,0.5,2.0,ACE74FB2B40E060F29E969E6351ADD243AE5B5D01BC844DB888B22CD0D158E15,DB9AA26EDF3310691E8421D86DA6D42F1945B7FB53B77EF8F9759D6B4FDE0104
vipragsent_full_vistral,512,8,16,20260522,0.667349279387583,0.667349279387583,0.5,2.0,ACE74FB2B40E060F29E969E6351ADD243AE5B5D01BC844DB888B22CD0D158E15,DB9AA26EDF3310691E8421D86DA6D42F1945B7FB53B77EF8F9759D6B4FDE0104
vipragsent_full_vistral,512,8,16,20260523,0.667349279387583,0.667349279387583,0.5,2.0,ACE74FB2B40E060F29E969E6351ADD243AE5B5D01BC844DB888B22CD0D158E15,DB9AA26EDF3310691E8421D86DA6D42F1945B7FB53B77EF8F9759D6B4FDE0104
vipragsent_full_vistral,full,8,16,20260521,0.667349279387583,0.667349279387583,0.5,2.0,ACE74FB2B40E060F29E969E6351ADD243AE5B5D01BC844DB888B22CD0D158E15,798A57679403C890904560CC0930B2A35ADCC0707D831A1CCCA0838E1DF6BC7C
vipragsent_full_vistral,full,8,16,20260522,0.667349279387583,0.667349279387583,0.5,2.0,ACE74FB2B40E060F29E969E6351ADD243AE5B5D01BC844DB888B22CD0D158E15,798A57679403C890904560CC0930B2A35ADCC0707D831A1CCCA0838E1DF6BC7C
vipragsent_full_vistral,full,8,16,20260523,0.667349279387583,0.667349279387583,0.5,2.0,ACE74FB2B40E060F29E969E6351ADD243AE5B5D01BC844DB888B22CD0D158E15,798A57679403C890904560CC0930B2A35ADCC0707D831A1CCCA0838E1DF6BC7C
