system,seed,label,bin_index,bin_lower,bin_upper,count,mean_confidence,empirical_positive_rate,absolute_gap
phobert_pragmatic_finetune,20260521,idiom_figurative,5,0.5,0.6000000000000001,6,0.5354965934557571,0.3333333333333333,0.20216326012242375
phobert_pragmatic_finetune,20260521,idiom_figurative,6,0.6000000000000001,0.7000000000000001,3,0.6323617937159173,1.0,0.3676382062840827
phobert_pragmatic_finetune,20260521,idiom_figurative,7,0.7000000000000001,0.8,3,0.7504226915957998,1.0,0.24957730840420023
phobert_pragmatic_finetune,20260521,idiom_figurative,8,0.8,0.9,5,0.8606926799864432,1.0,0.13930732001355683
phobert_pragmatic_finetune,20260521,idiom_figurative,9,0.9,1.0,1,0.9153900064497527,1.0,0.08460999355024734
phobert_pragmatic_finetune,20260521,code_switching,0,0.0,0.1,9,0.03027261600006275,0.0,0.03027261600006275
phobert_pragmatic_finetune,20260521,code_switching,1,0.1,0.2,11,0.16891221642599105,0.0,0.16891221642599105
phobert_pragmatic_finetune,20260521,code_switching,2,0.2,0.30000000000000004,9,0.25028313042514355,0.0,0.25028313042514355
phobert_pragmatic_finetune,20260521,code_switching,3,0.30000000000000004,0.4,10,0.3391320509163175,0.1,0.23913205091631748
phobert_pragmatic_finetune,20260521,code_switching,4,0.4,0.5,5,0.44281211688490457,0.0,0.44281211688490457
phobert_pragmatic_finetune,20260521,code_switching,5,0.5,0.6000000000000001,6,0.545846039858875,1.0,0.45415396014112497
phobert_pragmatic_finetune,20260521,code_switching,6,0.6000000000000001,0.7000000000000001,4,0.6439829678385398,1.0,0.3560170321614602
phobert_pragmatic_finetune,20260521,code_switching,7,0.7000000000000001,0.8,2,0.7320252092932513,1.0,0.2679747907067487
phobert_pragmatic_finetune,20260521,code_switching,8,0.8,0.9,6,0.854664835758514,1.0,0.14533516424148596
phobert_pragmatic_finetune,20260521,code_switching,9,0.9,1.0,2,0.99,1.0,0.010000000000000009
phobert_pragmatic_finetune,20260521,mocking,0,0.0,0.1,6,0.02241224774348218,0.0,0.02241224774348218
phobert_pragmatic_finetune,20260521,mocking,1,0.1,0.2,8,0.16738788283062045,0.0,0.16738788283062045
phobert_pragmatic_finetune,20260521,mocking,2,0.2,0.30000000000000004,11,0.2615917678949002,0.0,0.2615917678949002
phobert_pragmatic_finetune,20260521,mocking,3,0.30000000000000004,0.4,10,0.3685788393088929,0.0,0.3685788393088929
phobert_pragmatic_finetune,20260521,mocking,4,0.4,0.5,4,0.4506767642406922,0.0,0.4506767642406922
phobert_pragmatic_finetune,20260521,mocking,5,0.5,0.6000000000000001,12,0.5430475699405749,0.3333333333333333,0.2097142366072416
phobert_pragmatic_finetune,20260521,mocking,6,0.6000000000000001,0.7000000000000001,6,0.6450787461264557,0.8333333333333334,0.1882545872068777
phobert_pragmatic_finetune,20260521,mocking,7,0.7000000000000001,0.8,1,0.7028915149126799,1.0,0.29710848508732013
phobert_pragmatic_finetune,20260521,mocking,8,0.8,0.9,3,0.8349034799298115,1.0,0.1650965200701885
phobert_pragmatic_finetune,20260521,mocking,9,0.9,1.0,3,0.9798416356683295,1.0,0.02015836433167051
phobert_pragmatic_finetune,20260522,implicit_sentiment,0,0.0,0.1,8,0.04618779666282572,0.0,0.04618779666282572
phobert_pragmatic_finetune,20260522,implicit_sentiment,1,0.1,0.2,9,0.16545977022371583,0.0,0.16545977022371583
phobert_pragmatic_finetune,20260522,implicit_sentiment,2,0.2,0.30000000000000004,7,0.2482648660859111,0.14285714285714285,0.10540772322876826
phobert_pragmatic_finetune,20260522,implicit_sentiment,3,0.30000000000000004,0.4,8,0.3511878614223266,0.0,0.3511878614223266
phobert_pragmatic_finetune,20260522,implicit_sentiment,4,0.4,0.5,10,0.4453345117129338,0.2,0.2453345117129338
phobert_pragmatic_finetune,20260522,implicit_sentiment,5,0.5,0.6000000000000001,5,0.5498698713457921,0.6,0.05013012865420785
phobert_pragmatic_finetune,20260522,implicit_sentiment,6,0.6000000000000001,0.7000000000000001,8,0.6380286400292707,0.875,0.23697135997072927
phobert_pragmatic_finetune,20260522,implicit_sentiment,7,0.7000000000000001,0.8,5,0.7236559958325127,1.0,0.2763440041674873
phobert_pragmatic_finetune,20260522,implicit_sentiment,8,0.8,0.9,2,0.8628363982215992,1.0,0.1371636017784008
phobert_pragmatic_finetune,20260522,implicit_sentiment,9,0.9,1.0,2,0.9538465042218014,1.0,0.046153495778198605
phobert_pragmatic_finetune,20260522,sarcasm,0,0.0,0.1,8,0.025747775285082642,0.0,0.025747775285082642
phobert_pragmatic_finetune,20260522,sarcasm,1,0.1,0.2,6,0.14076747452710406,0.0,0.14076747452710406
phobert_pragmatic_finetune,20260522,sarcasm,2,0.2,0.30000000000000004,13,0.24093066253272982,0.0,0.24093066253272982
phobert_pragmatic_finetune,20260522,sarcasm,3,0.30000000000000004,0.4,13,0.3590908625229166,0.15384615384615385,0.20524470867676275
phobert_pragmatic_finetune,20260522,sarcasm,4,0.4,0.5,6,0.4421171436813509,0.16666666666666666,0.2754504770146843
phobert_pragmatic_finetune,20260522,sarcasm,5,0.5,0.6000000000000001,3,0.5433504327871471,0.3333333333333333,0.2100170994538138
phobert_pragmatic_finetune,20260522,sarcasm,6,0.6000000000000001,0.7000000000000001,8,0.6405759154105888,0.75,0.10942408458941122
phobert_pragmatic_finetune,20260522,sarcasm,7,0.7000000000000001,0.8,3,0.7310444347858027,0.6666666666666666,0.06437776811913609
phobert_pragmatic_finetune,20260522,sarcasm,8,0.8,0.9,3,0.8399535628353396,1.0,0.16004643716466038
phobert_pragmatic_finetune,20260522,sarcasm,9,0.9,1.0,1,0.930631696005344,1.0,0.06936830399465599
phobert_pragmatic_finetune,20260522,irony,0,0.0,0.1,7,0.04021470041201019,0.0,0.04021470041201019
phobert_pragmatic_finetune,20260522,irony,1,0.1,0.2,8,0.1688699413788914,0.0,0.1688699413788914
phobert_pragmatic_finetune,20260522,irony,2,0.2,0.30000000000000004,9,0.25045145542847663,0.0,0.25045145542847663
phobert_pragmatic_finetune,20260522,irony,3,0.30000000000000004,0.4,10,0.3539371989015181,0.0,0.3539371989015181
phobert_pragmatic_finetune,20260522,irony,4,0.4,0.5,6,0.448618946024296,0.0,0.448618946024296
phobert_pragmatic_finetune,20260522,irony,5,0.5,0.6000000000000001,6,0.5253896747351958,0.6666666666666666,0.1412769919314708
phobert_pragmatic_finetune,20260522,irony,6,0.6000000000000001,0.7000000000000001,8,0.6309713916556716,1.0,0.3690286083443284
phobert_pragmatic_finetune,20260522,irony,7,0.7000000000000001,0.8,3,0.7547551036259502,0.6666666666666666,0.08808843695928359
phobert_pragmatic_finetune,20260522,irony,8,0.8,0.9,6,0.841511893422413,1.0,0.15848810657758705
phobert_pragmatic_finetune,20260522,irony,9,0.9,1.0,1,0.9132490150155271,1.0,0.08675098498447287
phobert_pragmatic_finetune,20260522,idiom_figurative,0,0.0,0.1,7,0.04050060821509912,0.0,0.04050060821509912
phobert_pragmatic_finetune,20260522,idiom_figurative,1,0.1,0.2,9,0.14639444141777794,0.0,0.14639444141777794
phobert_pragmatic_finetune,20260522,idiom_figurative,2,0.2,0.30000000000000004,10,0.2559070552408874,0.0,0.2559070552408874
phobert_pragmatic_finetune,20260522,idiom_figurative,3,0.30000000000000004,0.4,14,0.36076365972820235,0.0,0.36076365972820235
phobert_pragmatic_finetune,20260522,idiom_figurative,4,0.4,0.5,7,0.4572516602229708,0.2857142857142857,0.17153737450868511
phobert_pragmatic_finetune,20260522,idiom_figurative,5,0.5,0.6000000000000001,5,0.5616433417525338,0.6,0.03835665824746615
phobert_pragmatic_finetune,20260522,idiom_figurative,6,0.6000000000000001,0.7000000000000001,4,0.6561745699152037,1.0,0.34382543008479627
phobert_pragmatic_finetune,20260522,idiom_figurative,7,0.7000000000000001,0.8,2,0.7298255199426623,0.5,0.22982551994266232
phobert_pragmatic_finetune,20260522,idiom_figurative,8,0.8,0.9,1,0.8427872984770839,1.0,0.1572127015229161
phobert_pragmatic_finetune,20260522,idiom_figurative,9,0.9,1.0,5,0.9555886498283774,1.0,0.044411350171622566
phobert_pragmatic_finetune,20260522,code_switching,0,0.0,0.1,4,0.06893744431357537,0.0,0.06893744431357537
phobert_pragmatic_finetune,20260522,code_switching,1,0.1,0.2,11,0.16814928815236493,0.0,0.16814928815236493
phobert_pragmatic_finetune,20260522,code_switching,2,0.2,0.30000000000000004,10,0.26097819219741303,0.0,0.26097819219741303
phobert_pragmatic_finetune,20260522,code_switching,3,0.30000000000000004,0.4,9,0.3603781933858961,0.0,0.3603781933858961
phobert_pragmatic_finetune,20260522,code_switching,4,0.4,0.5,7,0.4441202578813354,0.0,0.4441202578813354
phobert_pragmatic_finetune,20260522,code_switching,5,0.5,0.6000000000000001,6,0.5540635830099153,1.0,0.4459364169900847
phobert_pragmatic_finetune,20260522,code_switching,6,0.6000000000000001,0.7000000000000001,5,0.6405783075624621,0.6,0.04057830756246217
phobert_pragmatic_finetune,20260522,code_switching,7,0.7000000000000001,0.8,7,0.7646244715547075,1.0,0.23537552844529253
phobert_pragmatic_finetune,20260522,code_switching,8,0.8,0.9,3,0.81810480189894,1.0,0.18189519810106003
phobert_pragmatic_finetune,20260522,code_switching,9,0.9,1.0,2,0.9133680680061481,1.0,0.08663193199385189
phobert_pragmatic_finetune,20260522,mocking,0,0.0,0.1,4,0.049369082583275554,0.0,0.049369082583275554
phobert_pragmatic_finetune,20260522,mocking,1,0.1,0.2,8,0.1532329726929607,0.0,0.1532329726929607
phobert_pragmatic_finetune,20260522,mocking,2,0.2,0.30000000000000004,17,0.25717056188834586,0.0,0.25717056188834586
phobert_pragmatic_finetune,20260522,mocking,3,0.30000000000000004,0.4,9,0.3466531458832318,0.0,0.3466531458832318
phobert_pragmatic_finetune,20260522,mocking,4,0.4,0.5,7,0.44330883781684705,0.0,0.44330883781684705
phobert_pragmatic_finetune,20260522,mocking,5,0.5,0.6000000000000001,7,0.5494471264872113,0.5714285714285714,0.021981444941360118
phobert_pragmatic_finetune,20260522,mocking,6,0.6000000000000001,0.7000000000000001,3,0.653147787726389,1.0,0.34685221227361096
phobert_pragmatic_finetune,20260522,mocking,7,0.7000000000000001,0.8,2,0.7926881741423626,1.0,0.2073118258576374
phobert_pragmatic_finetune,20260522,mocking,8,0.8,0.9,0,0.0,0.0,0.0
phobert_pragmatic_finetune,20260522,mocking,9,0.9,1.0,7,0.9484126587414087,1.0,0.051587341258591324
phobert_pragmatic_finetune,20260523,implicit_sentiment,0,0.0,0.1,7,0.04519450092647421,0.0,0.04519450092647421
phobert_pragmatic_finetune,20260523,implicit_sentiment,1,0.1,0.2,10,0.14605584906408647,0.0,0.14605584906408647
phobert_pragmatic_finetune,20260523,implicit_sentiment,2,0.2,0.30000000000000004,9,0.2555516745293165,0.0,0.2555516745293165
phobert_pragmatic_finetune,20260523,implicit_sentiment,3,0.30000000000000004,0.4,9,0.3493604068388255,0.1111111111111111,0.23824929572771442
phobert_pragmatic_finetune,20260523,implicit_sentiment,4,0.4,0.5,4,0.436722833813609,0.0,0.436722833813609
phobert_pragmatic_finetune,20260523,implicit_sentiment,5,0.5,0.6000000000000001,6,0.5411183448517729,0.5,0.0411183448517729
phobert_pragmatic_finetune,20260523,implicit_sentiment,6,0.6000000000000001,0.7000000000000001,7,0.651539116981966,0.8571428571428571,0.2056037401608911
phobert_pragmatic_finetune,20260523,implicit_sentiment,7,0.7000000000000001,0.8,6,0.7502290330201031,1.0,0.24977096697989687
phobert_pragmatic_finetune,20260523,implicit_sentiment,8,0.8,0.9,3,0.8615628574658784,1.0,0.13843714253412165
phobert_pragmatic_finetune,20260523,implicit_sentiment,9,0.9,1.0,3,0.9778264922797751,1.0,0.02217350772022486
phobert_pragmatic_finetune,20260523,sarcasm,0,0.0,0.1,6,0.04116150960553297,0.0,0.04116150960553297
phobert_pragmatic_finetune,20260523,sarcasm,1,0.1,0.2,10,0.15555093859791613,0.0,0.15555093859791613
phobert_pragmatic_finetune,20260523,sarcasm,2,0.2,0.30000000000000004,10,0.24435567399664607,0.0,0.24435567399664607
phobert_pragmatic_finetune,20260523,sarcasm,3,0.30000000000000004,0.4,8,0.34111268473537104,0.0,0.34111268473537104
phobert_pragmatic_finetune,20260523,sarcasm,4,0.4,0.5,10,0.45156860247121555,0.1,0.3515686024712156
phobert_pragmatic_finetune,20260523,sarcasm,5,0.5,0.6000000000000001,4,0.548730141301476,0.5,0.048730141301476015
phobert_pragmatic_finetune,20260523,sarcasm,6,0.6000000000000001,0.7000000000000001,9,0.6384270077814433,0.7777777777777778,0.13935076999633444
phobert_pragmatic_finetune,20260523,sarcasm,7,0.7000000000000001,0.8,4,0.7561379719710416,0.75,0.0061379719710416
phobert_pragmatic_finetune,20260523,sarcasm,8,0.8,0.9,2,0.8337805580312253,1.0,0.1662194419687747
phobert_pragmatic_finetune,20260523,sarcasm,9,0.9,1.0,1,0.9319797299431883,1.0,0.06802027005681166
phobert_pragmatic_finetune,20260523,irony,0,0.0,0.1,9,0.050732759316960495,0.0,0.050732759316960495
phobert_pragmatic_finetune,20260523,irony,1,0.1,0.2,5,0.13658690650805155,0.0,0.13658690650805155
phobert_pragmatic_finetune,20260523,irony,2,0.2,0.30000000000000004,11,0.24352584996051088,0.0,0.24352584996051088
phobert_pragmatic_finetune,20260523,irony,3,0.30000000000000004,0.4,9,0.3489483734972499,0.0,0.3489483734972499
phobert_pragmatic_finetune,20260523,irony,4,0.4,0.5,8,0.4356693371753526,0.0,0.4356693371753526
phobert_pragmatic_finetune,20260523,irony,5,0.5,0.6000000000000001,5,0.5665577936678192,0.8,0.23344220633218082
phobert_pragmatic_finetune,20260523,irony,6,0.6000000000000001,0.7000000000000001,7,0.6543632906323166,1.0,0.3456367093676834
phobert_pragmatic_finetune,20260523,irony,7,0.7000000000000001,0.8,7,0.7494283739076905,1.0,0.25057162609230954
phobert_pragmatic_finetune,20260523,irony,8,0.8,0.9,2,0.8612420107148548,1.0,0.13875798928514516
phobert_pragmatic_finetune,20260523,irony,9,0.9,1.0,1,0.9245680228168388,1.0,0.07543197718316119
phobert_pragmatic_finetune,20260523,idiom_figurative,0,0.0,0.1,4,0.039121847949539434,0.0,0.039121847949539434
phobert_pragmatic_finetune,20260523,idiom_figurative,1,0.1,0.2,11,0.15494597204981062,0.0,0.15494597204981062
phobert_pragmatic_finetune,20260523,idiom_figurative,2,0.2,0.30000000000000004,10,0.2524915440672555,0.0,0.2524915440672555
phobert_pragmatic_finetune,20260523,idiom_figurative,3,0.30000000000000004,0.4,13,0.35526850274052507,0.15384615384615385,0.20142234889437122
phobert_pragmatic_finetune,20260523,idiom_figurative,4,0.4,0.5,8,0.44691349123401897,0.0,0.44691349123401897
phobert_pragmatic_finetune,20260523,idiom_figurative,5,0.5,0.6000000000000001,4,0.5498607607514238,0.25,0.29986076075142376
phobert_pragmatic_finetune,20260523,idiom_figurative,6,0.6000000000000001,0.7000000000000001,5,0.6478718998526933,0.8,0.1521281001473067
phobert_pragmatic_finetune,20260523,idiom_figurative,7,0.7000000000000001,0.8,5,0.750201684196542,1.0,0.24979831580345802
phobert_pragmatic_finetune,20260523,idiom_figurative,8,0.8,0.9,4,0.8277573753749523,1.0,0.1722426246250477
phobert_pragmatic_finetune,20260523,idiom_figurative,9,0.9,1.0,0,0.0,0.0,0.0
phobert_pragmatic_finetune,20260523,code_switching,0,0.0,0.1,7,0.03899327069265405,0.0,0.03899327069265405
phobert_pragmatic_finetune,20260523,code_switching,1,0.1,0.2,8,0.15781030174192648,0.0,0.15781030174192648
phobert_pragmatic_finetune,20260523,code_switching,2,0.2,0.30000000000000004,5,0.2653282156705433,0.0,0.2653282156705433
phobert_pragmatic_finetune,20260523,code_switching,3,0.30000000000000004,0.4,10,0.33855864740427577,0.2,0.13855864740427576
phobert_pragmatic_finetune,20260523,code_switching,4,0.4,0.5,6,0.45104751380475233,0.16666666666666666,0.28438084713808565
phobert_pragmatic_finetune,20260523,code_switching,5,0.5,0.6000000000000001,12,0.5406682278808099,0.4166666666666667,0.12400156121414324
phobert_pragmatic_finetune,20260523,code_switching,6,0.6000000000000001,0.7000000000000001,6,0.6380275288702887,0.8333333333333334,0.19530580446304469
phobert_pragmatic_finetune,20260523,code_switching,7,0.7000000000000001,0.8,5,0.7599991373694778,0.6,0.1599991373694778
phobert_pragmatic_finetune,20260523,code_switching,8,0.8,0.9,1,0.8027947207938441,1.0,0.19720527920615594
phobert_pragmatic_finetune,20260523,code_switching,9,0.9,1.0,4,0.9495585882847348,1.0,0.05044141171526517
phobert_pragmatic_finetune,20260523,mocking,0,0.0,0.1,5,0.03683468329408607,0.0,0.03683468329408607
phobert_pragmatic_finetune,20260523,mocking,1,0.1,0.2,10,0.14707372739341937,0.0,0.14707372739341937
phobert_pragmatic_finetune,20260523,mocking,2,0.2,0.30000000000000004,12,0.24723294242772506,0.0,0.24723294242772506
phobert_pragmatic_finetune,20260523,mocking,3,0.30000000000000004,0.4,12,0.3446287532995013,0.0,0.3446287532995013
phobert_pragmatic_finetune,20260523,mocking,4,0.4,0.5,10,0.4528120650710588,0.2,0.2528120650710588
phobert_pragmatic_finetune,20260523,mocking,5,0.5,0.6000000000000001,3,0.554789588473279,0.6666666666666666,0.11187707819338766
phobert_pragmatic_finetune,20260523,mocking,6,0.6000000000000001,0.7000000000000001,4,0.6548942475324816,1.0,0.3451057524675184
phobert_pragmatic_finetune,20260523,mocking,7,0.7000000000000001,0.8,1,0.7417531303994647,1.0,0.25824686960053533
phobert_pragmatic_finetune,20260523,mocking,8,0.8,0.9,5,0.8425156879388783,1.0,0.15748431206112168
phobert_pragmatic_finetune,20260523,mocking,9,0.9,1.0,2,0.9188562830385749,1.0,0.08114371696142508
vistral_pragmatic_sft,20260521,implicit_sentiment,0,0.0,0.1,8,0.03365366170055841,0.0,0.03365366170055841
vistral_pragmatic_sft,20260521,implicit_sentiment,1,0.1,0.2,7,0.1657333197328246,0.0,0.1657333197328246
vistral_pragmatic_sft,20260521,implicit_sentiment,2,0.2,0.30000000000000004,8,0.24764990275744278,0.0,0.24764990275744278
vistral_pragmatic_sft,20260521,implicit_sentiment,3,0.30000000000000004,0.4,10,0.3450245068297313,0.1,0.2450245068297313
vistral_pragmatic_sft,20260521,implicit_sentiment,4,0.4,0.5,4,0.45119851792798255,0.25,0.20119851792798255
vistral_pragmatic_sft,20260521,implicit_sentiment,5,0.5,0.6000000000000001,11,0.553551937513523,0.5454545454545454,0.008097392058977637
vistral_pragmatic_sft,20260521,implicit_sentiment,6,0.6000000000000001,0.7000000000000001,6,0.6552786489132311,0.6666666666666666,0.011388017753435564
vistral_pragmatic_sft,20260521,implicit_sentiment,7,0.7000000000000001,0.8,7,0.7452184163636112,1.0,0.2547815836363888
vistral_pragmatic_sft,20260521,implicit_sentiment,8,0.8,0.9,2,0.8731043662577552,1.0,0.12689563374224477
vistral_pragmatic_sft,20260521,implicit_sentiment,9,0.9,1.0,1,0.9430421006808962,1.0,0.05695789931910378
vistral_pragmatic_sft,20260521,sarcasm,0,0.0,0.1,7,0.058327963414216685,0.0,0.058327963414216685
vistral_pragmatic_sft,20260521,sarcasm,1,0.1,0.2,8,0.14928639041638447,0.0,0.14928639041638447
vistral_pragmatic_sft,20260521,sarcasm,2,0.2,0.30000000000000004,16,0.24966749695326146,0.0,0.24966749695326146
vistral_pragmatic_sft,20260521,sarcasm,3,0.30000000000000004,0.4,8,0.36668194012294264,0.0,0.36668194012294264
vistral_pragmatic_sft,20260521,sarcasm,4,0.4,0.5,6,0.4358611266824634,0.0,0.4358611266824634
vistral_pragmatic_sft,20260521,sarcasm,5,0.5,0.6000000000000001,5,0.5521154450600323,0.4,0.15211544506003227
vistral_pragmatic_sft,20260521,sarcasm,6,0.6000000000000001,0.7000000000000001,4,0.6730361774395264,1.0,0.3269638225604736
vistral_pragmatic_sft,20260521,sarcasm,7,0.7000000000000001,0.8,6,0.7252004366985653,1.0,0.27479956330143473
vistral_pragmatic_sft,20260521,sarcasm,8,0.8,0.9,2,0.8308190311321071,1.0,0.1691809688678929
vistral_pragmatic_sft,20260521,sarcasm,9,0.9,1.0,2,0.9299074698355246,1.0,0.07009253016447536
vistral_pragmatic_sft,20260521,irony,0,0.0,0.1,4,0.03915706886811157,0.0,0.03915706886811157
vistral_pragmatic_sft,20260521,irony,1,0.1,0.2,7,0.17707066340752387,0.0,0.17707066340752387
vistral_pragmatic_sft,20260521,irony,2,0.2,0.30000000000000004,11,0.24848077602176447,0.0,0.24848077602176447
vistral_pragmatic_sft,20260521,irony,3,0.30000000000000004,0.4,10,0.34717987135018596,0.1,0.24717987135018596
vistral_pragmatic_sft,20260521,irony,4,0.4,0.5,9,0.4498160429974159,0.0,0.4498160429974159
vistral_pragmatic_sft,20260521,irony,5,0.5,0.6000000000000001,4,0.5230817603757352,0.5,0.023081760375735172
vistral_pragmatic_sft,20260521,irony,6,0.6000000000000001,0.7000000000000001,7,0.6504927102744978,0.8571428571428571,0.20665014686835925
vistral_pragmatic_sft,20260521,irony,7,0.7000000000000001,0.8,7,0.7424126019608416,1.0,0.2575873980391584
vistral_pragmatic_sft,20260521,irony,8,0.8,0.9,3,0.8296907171057889,1.0,0.1703092828942111
vistral_pragmatic_sft,20260521,irony,9,0.9,1.0,2,0.9716221623893329,1.0,0.028377837610667145
vistral_pragmatic_sft,20260521,idiom_figurative,0,0.0,0.1,4,0.0419608668432984,0.0,0.0419608668432984
vistral_pragmatic_sft,20260521,idiom_figurative,1,0.1,0.2,8,0.16208287480829092,0.0,0.16208287480829092
vistral_pragmatic_sft,20260521,idiom_figurative,2,0.2,0.30000000000000004,10,0.2475469855804174,0.0,0.2475469855804174
vistral_pragmatic_sft,20260521,idiom_figurative,3,0.30000000000000004,0.4,15,0.3358696265923817,0.0,0.3358696265923817
vistral_pragmatic_sft,20260521,idiom_figurative,4,0.4,0.5,8,0.44773146546827913,0.125,0.32273146546827913
vistral_pragmatic_sft,20260521,idiom_figurative,5,0.5,0.6000000000000001,6,0.5433881268554193,0.3333333333333333,0.21005479352208595
vistral_pragmatic_sft,20260521,idiom_figurative,6,0.6000000000000001,0.7000000000000001,3,0.669525847761871,1.0,0.33047415223812904
vistral_pragmatic_sft,20260521,idiom_figurative,7,0.7000000000000001,0.8,4,0.7449484631939436,1.0,0.2550515368060564
vistral_pragmatic_sft,20260521,idiom_figurative,8,0.8,0.9,3,0.847245131082108,1.0,0.15275486891789203
vistral_pragmatic_sft,20260521,idiom_figurative,9,0.9,1.0,3,0.9598892812090609,1.0,0.04011071879093908
vistral_pragmatic_sft,20260521,code_switching,0,0.0,0.1,6,0.05246847711602018,0.0,0.05246847711602018
vistral_pragmatic_sft,20260521,code_switching,1,0.1,0.2,9,0.15570493414958975,0.0,0.15570493414958975
vistral_pragmatic_sft,20260521,code_switching,2,0.2,0.30000000000000004,7,0.2586948296807565,0.0,0.2586948296807565
vistral_pragmatic_sft,20260521,code_switching,3,0.30000000000000004,0.4,10,0.3633247433481158,0.1,0.26332474334811584
vistral_pragmatic_sft,20260521,code_switching,4,0.4,0.5,6,0.4322488853031076,0.16666666666666666,0.26558221863644094
vistral_pragmatic_sft,20260521,code_switching,5,0.5,0.6000000000000001,10,0.5487719805081168,0.4,0.1487719805081168
vistral_pragmatic_sft,20260521,code_switching,6,0.6000000000000001,0.7000000000000001,3,0.6850807618081868,0.6666666666666666,0.018414095141520148
