system,run_id,seed,dev_loss,dev_macro_pragmatic_f1,dev_metric,epoch,peak_memory_gb,seconds,train_loss
ViPragSent (XLM-R-large),xlmr_followup_q4_full_20260523,23,1.9940907742977143,0.9150573114556609,0.9150573114556609,4.0,13.503221988677979,563.7997105689719,11.24132861995697
ViPragSent (XLM-R-large),xlmr_followup_q4_full_20260523,23,2.006322400510311,0.9137712897865676,0.9137712897865676,5.0,13.503221988677979,567.1342827007174,10.280929403305054
ViPragSent (XLM-R-large),xlmr_followup_q4_full_20260523,23,1.8972374877929687,0.912114766503085,0.912114766503085,6.0,13.503221988677979,567.3445850112475,9.524247994422913
ViPragSent (XLM-R-large),xlmr_followup_q4_full_20260523,23,1.8944456498920919,0.9266821447350947,0.9266821447350947,7.0,13.503221988677979,578.1077114627697,8.95966498041153
ViPragSent (XLM-R-large),xlmr_followup_q4_full_20260523,23,1.879982282474637,0.9236741110325316,0.9236741110325316,8.0,13.503221988677979,589.3179035838693,8.590890285015107
ViPragSent (XLM-R-large),xlmr_followup_q4_full_20260523,23,1.8309719034731389,0.9246244074260046,0.9246244074260046,9.0,13.503221988677979,579.231799016241,8.392958983898163
ViPragSent (XLM-R-large),xlmr_followup_q4_full_20260523,23,1.8339931840449573,0.9264876074822684,0.9264876074822684,10.0,13.503221988677979,642.651657443028,8.32280596113205
Vistral-7B SFT,q4_vistral_pragmatic_sft_20260521,21,3.512121311247349,0.8474784452804215,0.8474784452804215,1.0,4.459105014801025,1271.981788686011,4.831476133378488
Vistral-7B SFT,q4_vistral_pragmatic_sft_20260521,21,3.705088611084968,0.8867069895146388,0.8867069895146388,2.0,4.459105014801025,1546.8824623571709,2.050366169216344
Vistral-7B SFT,q4_vistral_pragmatic_sft_20260521,21,3.9252844283556914,0.8845743822838573,0.8845743822838573,3.0,4.459105014801025,1519.3751400031615,0.8804801505600521
Vistral-7B SFT,q4_vistral_pragmatic_sft_20260522,22,4.5851554414853455,0.8361148552785139,0.8361148552785139,1.0,4.459105014801025,1417.8942809069995,5.667537675284382
Vistral-7B SFT,q4_vistral_pragmatic_sft_20260522,22,3.266909831246361,0.8819666566251153,0.8819666566251153,2.0,4.459105014801025,1458.7533412249759,2.3748799658751976
Vistral-7B SFT,q4_vistral_pragmatic_sft_20260522,22,3.873183167776093,0.8794572370123767,0.8794572370123767,3.0,4.459105014801025,1493.713406239869,1.08285213988572
Vistral-7B SFT,q4_vistral_pragmatic_sft_20260523,23,4.738189460501075,0.8473334597758031,0.8473334597758031,1.0,4.459105014801025,1404.027962447144,4.965359359505187
Vistral-7B SFT,q4_vistral_pragmatic_sft_20260523,23,3.2965333755705504,0.8838293927007057,0.8838293927007057,2.0,4.459105014801025,1442.3370796700474,2.0025509218683997
Vistral-7B SFT,q4_vistral_pragmatic_sft_20260523,23,4.541312230799289,0.8731014404772807,0.8731014404772807,3.0,4.459105014801025,1430.3114979751408,0.8574810074253578
