question,experiment_id,metric,n,seeds,mean,std,min,max,seed_21_22_23_complete
Q3,xlmr_followup_q3_full_256,pragmatic_f1,3,"23,22,21",0.9164620487004983,0.012160879439896414,0.9092793573783706,0.9305029731942217,True
Q3,xlmr_followup_q3_full_256,sarcasm_f1,3,"23,22,21",0.8528665200945431,0.025648420034848213,0.8282437927811876,0.879430337049622,True
Q3,xlmr_followup_q3_full_256,implicit_f1,3,"23,22,21",0.9097215374563924,0.010809327213780825,0.9018777578010957,0.9220516313344874,True
Q3,xlmr_followup_q3_full_32,pragmatic_f1,3,"23,21,22",0.9112376215985655,0.013006542741692828,0.9010872272332408,0.9258991254090575,True
Q3,xlmr_followup_q3_full_32,sarcasm_f1,3,"23,21,22",0.8416114513222007,0.01597800305560073,0.8296671208876776,0.8597613137560127,True
Q3,xlmr_followup_q3_full_32,implicit_f1,3,"23,21,22",0.9061340339505405,0.010768937277885936,0.8962514742207799,0.9176114648223841,True
Q3,xlmr_followup_q3_full_512,pragmatic_f1,3,"23,21,22",0.9234379560895684,0.007367664666541494,0.915376113369564,0.9298220671161802,True
Q3,xlmr_followup_q3_full_512,sarcasm_f1,3,"23,21,22",0.8719461181439212,0.012176294558447235,0.8605743729635522,0.8847926267281105,True
Q3,xlmr_followup_q3_full_512,implicit_f1,3,"23,21,22",0.9081248986876952,0.0065001848745389525,0.9008884003387815,0.9134686107385455,True
Q3,xlmr_followup_q3_full_64,pragmatic_f1,3,"21,22,23",0.9120993680267523,0.008137638746714918,0.9058181744127086,0.9212923296161719,True
Q3,xlmr_followup_q3_full_64,sarcasm_f1,3,"21,22,23",0.8369299139085085,0.01259513235904424,0.8259602101530463,0.8506843823904052,True
Q3,xlmr_followup_q3_full_64,implicit_f1,3,"21,22,23",0.8999703954322559,0.0065673821458473135,0.8928203200596583,0.9057335430047861,True
Q3,xlmr_followup_q3_full_full,pragmatic_f1,3,"21,22,23",0.9111871424299399,0.013290795977302212,0.9022155644338312,0.9264561753232735,True
Q3,xlmr_followup_q3_full_full,sarcasm_f1,3,"21,22,23",0.85039767061436,0.022636703216996654,0.836716461889716,0.8765265804597702,True
Q3,xlmr_followup_q3_full_full,implicit_f1,3,"21,22,23",0.8958311354803391,0.02206684407764844,0.8812069375148491,0.9212137970704537,True
Q4,xlmr_followup_q4_full,ece,3,"23,21,22",0.03859060486471733,0.006937681191018708,0.03436985909904494,0.046597620792064844,True
