sample_id,source_row,split,split_seed
fresh_visobert_02056,225,train,20260520
fresh_visobert_02277,226,dev,20260520
fresh_visobert_03209,227,test,20260520
fresh_visobert_03922,228,dev,20260520
fresh_visobert_05253,229,dev,20260520
fresh_visobert_01567,230,train,20260520
fresh_visobert_03379,231,train,20260520
fresh_visobert_04959,232,train,20260520
fresh_visobert_01203,233,train,20260520
fresh_visobert_06033,234,test,20260520
fresh_visobert_03186,235,train,20260520
fresh_visobert_06767,236,train,20260520
fresh_visobert_02787,237,train,20260520
fresh_visobert_01154,238,dev,20260520
fresh_visobert_10684,239,train,20260520
fresh_visobert_04167,240,train,20260520
fresh_visobert_06932,241,train,20260520
fresh_visobert_09474,242,train,20260520
fresh_visobert_11476,243,train,20260520
fresh_visobert_10374,244,train,20260520
fresh_visobert_02970,245,train,20260520
fresh_visobert_02466,246,train,20260520
fresh_visobert_03149,247,dev,20260520
fresh_visobert_01478,248,train,20260520
fresh_visobert_05438,249,train,20260520
fresh_visobert_07958,250,train,20260520
fresh_visobert_08446,251,train,20260520
fresh_visobert_02854,252,train,20260520
fresh_visobert_09058,253,dev,20260520
fresh_visobert_06931,254,train,20260520
fresh_visobert_07128,255,train,20260520
fresh_visobert_02721,256,train,20260520
fresh_visobert_05116,257,dev,20260520
fresh_visobert_01358,258,train,20260520
fresh_visobert_04441,259,train,20260520
fresh_visobert_03456,260,test,20260520
fresh_visobert_09184,261,train,20260520
fresh_visobert_05363,262,train,20260520
fresh_visobert_04101,263,train,20260520
fresh_visobert_10993,264,dev,20260520
fresh_visobert_06708,265,dev,20260520
fresh_visobert_03876,266,test,20260520
fresh_visobert_11536,267,train,20260520
fresh_visobert_11031,268,train,20260520
fresh_visobert_03756,269,test,20260520
fresh_visobert_04436,270,dev,20260520
fresh_visobert_02138,271,train,20260520
fresh_visobert_09237,272,train,20260520
fresh_visobert_06501,273,train,20260520
fresh_visobert_05831,274,dev,20260520
fresh_visobert_01260,275,train,20260520
fresh_visobert_08611,276,train,20260520
fresh_visobert_08163,277,train,20260520
fresh_visobert_08981,278,dev,20260520
fresh_visobert_10727,279,dev,20260520
fresh_visobert_08268,280,train,20260520
fresh_visobert_07303,281,train,20260520
fresh_visobert_04119,282,train,20260520
fresh_visobert_00681,283,train,20260520
fresh_visobert_10587,284,dev,20260520
fresh_visobert_00247,285,train,20260520
fresh_visobert_07394,286,test,20260520
fresh_visobert_10441,287,test,20260520
fresh_visobert_11008,288,dev,20260520
fresh_visobert_01605,289,test,20260520
fresh_visobert_07749,290,train,20260520
fresh_visobert_07808,291,test,20260520
fresh_visobert_05920,292,train,20260520
fresh_visobert_06066,293,test,20260520
fresh_visobert_09683,294,test,20260520
fresh_visobert_04064,295,train,20260520
fresh_visobert_11826,296,train,20260520
fresh_visobert_00586,297,dev,20260520
fresh_visobert_09955,298,train,20260520
fresh_visobert_03531,299,train,20260520
fresh_visobert_05131,300,train,20260520
fresh_visobert_09301,301,train,20260520
fresh_visobert_03521,302,train,20260520
fresh_visobert_00216,303,test,20260520
fresh_visobert_09976,304,train,20260520
fresh_visobert_08802,305,dev,20260520
fresh_visobert_03270,306,dev,20260520
fresh_visobert_06890,307,train,20260520
fresh_visobert_09079,308,test,20260520
fresh_visobert_09583,309,dev,20260520
fresh_visobert_00282,310,test,20260520
fresh_visobert_08897,311,train,20260520
fresh_visobert_09138,312,train,20260520
fresh_visobert_08686,313,dev,20260520
fresh_visobert_00578,314,train,20260520
fresh_visobert_11415,315,train,20260520
fresh_visobert_01856,316,train,20260520
fresh_visobert_04220,317,train,20260520
fresh_visobert_04202,318,train,20260520
fresh_visobert_06635,319,test,20260520
fresh_visobert_10142,320,dev,20260520
fresh_visobert_01971,321,train,20260520
fresh_visobert_05411,322,train,20260520
fresh_visobert_02574,323,train,20260520
fresh_visobert_07211,324,dev,20260520
fresh_visobert_04462,325,train,20260520
fresh_visobert_04332,326,dev,20260520
fresh_visobert_01627,327,train,20260520
fresh_visobert_05537,328,dev,20260520
fresh_visobert_01491,329,train,20260520
fresh_visobert_11429,330,dev,20260520
fresh_visobert_04540,331,dev,20260520
fresh_visobert_06199,332,test,20260520
fresh_visobert_01511,333,test,20260520
fresh_visobert_01446,334,train,20260520
fresh_visobert_00718,335,train,20260520
fresh_visobert_11896,336,test,20260520
fresh_visobert_04481,337,test,20260520
fresh_visobert_10706,338,train,20260520
fresh_visobert_10054,339,dev,20260520
fresh_visobert_09567,340,train,20260520
fresh_visobert_07115,341,train,20260520
fresh_visobert_01401,342,train,20260520
fresh_visobert_07499,343,train,20260520
fresh_visobert_09603,344,train,20260520
fresh_visobert_00759,345,train,20260520
fresh_visobert_07358,346,dev,20260520
fresh_visobert_03746,347,train,20260520
fresh_visobert_09653,348,train,20260520
fresh_visobert_03400,349,train,20260520
fresh_visobert_00445,350,train,20260520
fresh_visobert_08984,351,train,20260520
fresh_visobert_01151,352,train,20260520
fresh_visobert_07581,353,dev,20260520
fresh_visobert_10834,354,train,20260520
fresh_visobert_01266,355,train,20260520
fresh_visobert_00946,356,train,20260520
fresh_visobert_02928,357,train,20260520
fresh_visobert_00677,358,dev,20260520
fresh_visobert_00408,359,dev,20260520
fresh_visobert_02014,360,train,20260520
fresh_visobert_11665,361,train,20260520
fresh_visobert_11697,362,train,20260520
fresh_visobert_01256,363,train,20260520
fresh_visobert_05468,364,train,20260520
fresh_visobert_01765,365,test,20260520
fresh_visobert_06571,366,train,20260520
fresh_visobert_09947,367,train,20260520
fresh_visobert_06237,368,train,20260520
fresh_visobert_10748,369,train,20260520
fresh_visobert_09083,370,train,20260520
fresh_visobert_10852,371,test,20260520
fresh_visobert_05566,372,dev,20260520
fresh_visobert_01991,373,test,20260520
fresh_visobert_11828,374,test,20260520
fresh_visobert_11043,375,train,20260520
fresh_visobert_06797,376,dev,20260520
fresh_visobert_10269,377,train,20260520
fresh_visobert_09617,378,test,20260520
fresh_visobert_09872,379,dev,20260520
fresh_visobert_11356,380,train,20260520
fresh_visobert_07732,381,train,20260520
fresh_visobert_10948,382,train,20260520
fresh_visobert_01198,383,dev,20260520
fresh_visobert_06301,384,train,20260520
fresh_visobert_00006,385,dev,20260520
fresh_visobert_10244,386,train,20260520
fresh_visobert_02484,387,train,20260520
fresh_visobert_03455,388,test,20260520
fresh_visobert_01121,389,test,20260520
fresh_visobert_10220,390,train,20260520
fresh_visobert_11065,391,test,20260520
fresh_visobert_01294,392,test,20260520
fresh_visobert_11521,393,train,20260520
fresh_visobert_09283,394,train,20260520
fresh_visobert_04504,395,train,20260520
fresh_visobert_02174,396,train,20260520
fresh_visobert_02064,397,train,20260520
fresh_visobert_08828,398,test,20260520
fresh_visobert_01442,399,dev,20260520
fresh_visobert_06772,400,test,20260520
fresh_visobert_11549,401,train,20260520
fresh_visobert_02105,402,test,20260520
fresh_visobert_06726,403,train,20260520
fresh_visobert_11303,404,train,20260520
fresh_visobert_09952,405,train,20260520
fresh_visobert_08276,406,train,20260520
fresh_visobert_06587,407,dev,20260520
fresh_visobert_02807,408,train,20260520
fresh_visobert_10388,409,train,20260520
fresh_visobert_11984,410,test,20260520
fresh_visobert_03703,411,dev,20260520
fresh_visobert_00927,412,test,20260520
fresh_visobert_03371,413,train,20260520
fresh_visobert_07568,414,train,20260520
fresh_visobert_07982,415,test,20260520
fresh_visobert_10650,416,dev,20260520
fresh_visobert_01592,417,train,20260520
fresh_visobert_04103,418,test,20260520
fresh_visobert_06977,419,train,20260520
fresh_visobert_00752,420,train,20260520
fresh_visobert_00768,421,dev,20260520
fresh_visobert_10300,422,train,20260520
fresh_visobert_09491,423,train,20260520
fresh_visobert_00825,424,dev,20260520
fresh_visobert_06216,425,dev,20260520
fresh_visobert_02234,426,train,20260520
fresh_visobert_02050,427,test,20260520
fresh_visobert_02539,428,test,20260520
fresh_visobert_06935,429,train,20260520
fresh_visobert_02943,430,dev,20260520
fresh_visobert_02205,431,train,20260520
fresh_visobert_04549,432,train,20260520
fresh_visobert_09446,433,train,20260520
fresh_visobert_03777,434,train,20260520
fresh_visobert_09986,435,train,20260520
fresh_visobert_01211,436,train,20260520
fresh_visobert_07872,437,train,20260520
fresh_visobert_03831,438,train,20260520
fresh_visobert_07345,439,test,20260520
fresh_visobert_06386,440,train,20260520
fresh_visobert_09443,441,test,20260520
fresh_visobert_04128,442,test,20260520
fresh_visobert_07673,443,train,20260520
fresh_visobert_07841,444,test,20260520
fresh_visobert_04825,445,test,20260520
fresh_visobert_11977,446,train,20260520
fresh_visobert_06683,447,train,20260520
fresh_visobert_05113,448,train,20260520
fresh_visobert_08974,449,train,20260520
fresh_visobert_07133,450,dev,20260520
fresh_visobert_03822,451,test,20260520
fresh_visobert_06896,452,train,20260520
fresh_visobert_02661,453,train,20260520
fresh_visobert_05502,454,train,20260520
fresh_visobert_06937,455,train,20260520
fresh_visobert_03966,456,train,20260520
fresh_visobert_02492,457,train,20260520
fresh_visobert_00002,458,test,20260520
fresh_visobert_10860,459,dev,20260520
fresh_visobert_11857,460,dev,20260520
fresh_visobert_08489,461,train,20260520
fresh_visobert_05288,462,train,20260520
fresh_visobert_09672,463,train,20260520
fresh_visobert_03182,464,train,20260520
fresh_visobert_04467,465,dev,20260520
fresh_visobert_05814,466,dev,20260520
fresh_visobert_05755,467,train,20260520
fresh_visobert_02067,468,train,20260520
fresh_visobert_08326,469,train,20260520
fresh_visobert_09865,470,train,20260520
fresh_visobert_04627,471,train,20260520
fresh_visobert_06716,472,train,20260520
fresh_visobert_11184,473,train,20260520
fresh_visobert_06522,474,train,20260520
fresh_visobert_06344,475,train,20260520
fresh_visobert_08999,476,train,20260520
fresh_visobert_01199,477,dev,20260520
fresh_visobert_08673,478,train,20260520
fresh_visobert_07736,479,train,20260520
fresh_visobert_08943,480,train,20260520
fresh_visobert_10646,481,test,20260520
fresh_visobert_01364,482,dev,20260520
fresh_visobert_06116,483,train,20260520
fresh_visobert_07355,484,train,20260520
fresh_visobert_02198,485,train,20260520
fresh_visobert_05513,486,train,20260520
fresh_visobert_11791,487,dev,20260520
fresh_visobert_11708,488,train,20260520
fresh_visobert_08450,489,train,20260520
fresh_visobert_02429,490,dev,20260520
fresh_visobert_01471,491,train,20260520
fresh_visobert_11403,492,train,20260520
fresh_visobert_09339,493,train,20260520
fresh_visobert_03491,494,train,20260520
fresh_visobert_08356,495,train,20260520
fresh_visobert_05108,496,test,20260520
fresh_visobert_05008,497,dev,20260520
fresh_visobert_05865,498,train,20260520
fresh_visobert_00128,499,train,20260520
fresh_visobert_10355,500,train,20260520
fresh_visobert_09404,501,test,20260520
fresh_visobert_11153,502,train,20260520
fresh_visobert_08104,503,train,20260520
fresh_visobert_05111,504,train,20260520
fresh_visobert_10038,505,test,20260520
fresh_visobert_02181,506,dev,20260520
fresh_visobert_04795,507,train,20260520
fresh_visobert_03940,508,train,20260520
fresh_visobert_01708,509,test,20260520
fresh_visobert_08378,510,train,20260520
fresh_visobert_01422,511,train,20260520
fresh_visobert_04470,512,train,20260520
fresh_visobert_01526,513,test,20260520
fresh_visobert_11676,514,dev,20260520
fresh_visobert_06019,515,train,20260520
fresh_visobert_08991,516,train,20260520
fresh_visobert_11155,517,train,20260520
fresh_visobert_03953,518,train,20260520
fresh_visobert_00791,519,dev,20260520
fresh_visobert_07055,520,train,20260520
fresh_visobert_08951,521,train,20260520
fresh_visobert_05562,522,train,20260520
fresh_visobert_07016,523,train,20260520
fresh_visobert_03789,524,train,20260520
fresh_visobert_07269,525,dev,20260520
fresh_visobert_01863,526,train,20260520
fresh_visobert_01033,527,train,20260520
fresh_visobert_06272,528,train,20260520
fresh_visobert_09940,529,test,20260520
fresh_visobert_01916,530,train,20260520
fresh_visobert_07508,531,train,20260520
fresh_visobert_00618,532,train,20260520
fresh_visobert_02844,533,test,20260520
fresh_visobert_10229,534,train,20260520
fresh_visobert_11952,535,train,20260520
fresh_visobert_03025,536,train,20260520
fresh_visobert_09187,537,train,20260520
fresh_visobert_05658,538,train,20260520
fresh_visobert_02784,539,train,20260520
fresh_visobert_04395,540,train,20260520
fresh_visobert_08678,541,train,20260520
fresh_visobert_10969,542,dev,20260520
fresh_visobert_02451,543,train,20260520
fresh_visobert_02612,544,train,20260520
fresh_visobert_01584,545,train,20260520
fresh_visobert_10113,546,dev,20260520
fresh_visobert_10398,547,train,20260520
fresh_visobert_07339,548,dev,20260520
fresh_visobert_07389,549,train,20260520
fresh_visobert_04723,550,dev,20260520
fresh_visobert_07059,551,train,20260520
fresh_visobert_06223,552,dev,20260520
fresh_visobert_11298,553,dev,20260520
fresh_visobert_08006,554,train,20260520
fresh_visobert_06732,555,train,20260520
fresh_visobert_11932,556,train,20260520
fresh_visobert_00842,557,train,20260520
fresh_visobert_01470,558,dev,20260520
fresh_visobert_09898,559,train,20260520
fresh_visobert_09834,560,train,20260520
fresh_visobert_11048,561,train,20260520
fresh_visobert_07955,562,train,20260520
fresh_visobert_08434,563,dev,20260520
fresh_visobert_09735,564,train,20260520
fresh_visobert_06905,565,test,20260520
fresh_visobert_05292,566,test,20260520
fresh_visobert_01304,567,train,20260520
fresh_visobert_02653,568,train,20260520
fresh_visobert_05198,569,train,20260520
fresh_visobert_10856,570,train,20260520
fresh_visobert_06406,571,train,20260520
fresh_visobert_02532,572,dev,20260520
fresh_visobert_00645,573,train,20260520
fresh_visobert_07910,574,dev,20260520
fresh_visobert_02580,575,train,20260520
fresh_visobert_10243,576,train,20260520
fresh_visobert_03916,577,train,20260520
fresh_visobert_07426,578,train,20260520
fresh_visobert_08016,579,test,20260520
fresh_visobert_02776,580,train,20260520
fresh_visobert_11505,581,test,20260520
fresh_visobert_04291,582,train,20260520
fresh_visobert_06426,583,train,20260520
fresh_visobert_04292,584,train,20260520
fresh_visobert_05701,585,test,20260520
fresh_visobert_06374,586,train,20260520
fresh_visobert_01860,587,test,20260520
fresh_visobert_07802,588,train,20260520
fresh_visobert_03835,589,train,20260520
fresh_visobert_03639,590,test,20260520
fresh_visobert_11086,591,test,20260520
fresh_visobert_08136,592,dev,20260520
fresh_visobert_04243,593,dev,20260520
fresh_visobert_02352,594,train,20260520
fresh_visobert_07599,595,train,20260520
fresh_visobert_03578,596,train,20260520
fresh_visobert_03950,597,train,20260520
fresh_visobert_01614,598,train,20260520
fresh_visobert_04712,599,dev,20260520
fresh_visobert_10888,600,train,20260520
fresh_visobert_05823,601,test,20260520
fresh_visobert_00849,602,train,20260520
fresh_visobert_05239,603,test,20260520
fresh_visobert_08037,604,dev,20260520
fresh_visobert_01298,605,train,20260520
fresh_visobert_01185,606,train,20260520
fresh_visobert_03669,607,train,20260520
fresh_visobert_04763,608,train,20260520
fresh_visobert_01681,609,train,20260520
fresh_visobert_03245,610,train,20260520
fresh_visobert_08959,611,train,20260520
fresh_visobert_02941,612,test,20260520
fresh_visobert_02280,613,train,20260520
fresh_visobert_11119,614,train,20260520
fresh_visobert_00900,615,train,20260520
fresh_visobert_03487,616,train,20260520
fresh_visobert_11336,617,train,20260520
fresh_visobert_08635,618,train,20260520
fresh_visobert_10855,619,test,20260520
fresh_visobert_03988,620,train,20260520
fresh_visobert_07887,621,train,20260520
fresh_visobert_05764,622,dev,20260520
fresh_visobert_03202,623,test,20260520
fresh_visobert_06180,624,train,20260520
fresh_visobert_07596,625,test,20260520
fresh_visobert_08626,626,test,20260520
fresh_visobert_08963,627,train,20260520
fresh_visobert_02439,628,dev,20260520
fresh_visobert_08198,629,train,20260520
fresh_visobert_06860,630,train,20260520
fresh_visobert_01718,631,train,20260520
fresh_visobert_03528,632,train,20260520
fresh_visobert_10636,633,train,20260520
fresh_visobert_10746,634,train,20260520
fresh_visobert_08644,635,test,20260520
fresh_visobert_11967,636,train,20260520
fresh_visobert_08144,637,train,20260520
fresh_visobert_06277,638,train,20260520
fresh_visobert_02228,639,train,20260520
fresh_visobert_07522,640,train,20260520
fresh_visobert_05509,641,train,20260520
fresh_visobert_00778,642,train,20260520
fresh_visobert_02722,643,test,20260520
fresh_visobert_00188,644,test,20260520
fresh_visobert_04894,645,train,20260520
fresh_visobert_03057,646,train,20260520
fresh_visobert_07714,647,test,20260520
fresh_visobert_01858,648,train,20260520
fresh_visobert_11426,649,train,20260520
fresh_visobert_10084,650,train,20260520
fresh_visobert_03168,651,train,20260520
fresh_visobert_02860,652,train,20260520
fresh_visobert_09009,653,train,20260520
fresh_visobert_01036,654,test,20260520
fresh_visobert_01071,655,dev,20260520
fresh_visobert_08468,656,dev,20260520
fresh_visobert_03651,657,train,20260520
fresh_visobert_08224,658,dev,20260520
fresh_visobert_09500,659,train,20260520
fresh_visobert_05461,660,train,20260520
fresh_visobert_10655,661,train,20260520
fresh_visobert_09862,662,train,20260520
fresh_visobert_02862,663,train,20260520
fresh_visobert_07242,664,train,20260520
fresh_visobert_11011,665,dev,20260520
fresh_visobert_09099,666,train,20260520
fresh_visobert_02340,667,train,20260520
fresh_visobert_04133,668,train,20260520
fresh_visobert_10148,669,train,20260520
fresh_visobert_07341,670,train,20260520
fresh_visobert_04663,671,train,20260520
fresh_visobert_09024,672,test,20260520
fresh_visobert_00283,673,train,20260520
fresh_visobert_05494,674,train,20260520
fresh_visobert_11639,675,dev,20260520
fresh_visobert_09823,676,train,20260520
fresh_visobert_01039,677,dev,20260520
fresh_visobert_07559,678,train,20260520
fresh_visobert_07957,679,train,20260520
fresh_visobert_04600,680,train,20260520
fresh_visobert_05260,681,test,20260520
fresh_visobert_08821,682,train,20260520
fresh_visobert_08332,683,train,20260520
fresh_visobert_08174,684,train,20260520
fresh_visobert_02503,685,train,20260520
fresh_visobert_08066,686,dev,20260520
fresh_visobert_09155,687,train,20260520
fresh_visobert_09206,688,dev,20260520
fresh_visobert_03294,689,test,20260520
fresh_visobert_07196,690,test,20260520
fresh_visobert_01704,691,test,20260520
fresh_visobert_08928,692,test,20260520
fresh_visobert_01255,693,train,20260520
fresh_visobert_10457,694,test,20260520
fresh_visobert_11268,695,train,20260520
fresh_visobert_10156,696,dev,20260520
fresh_visobert_07769,697,dev,20260520
fresh_visobert_10174,698,train,20260520
fresh_visobert_06856,699,train,20260520
fresh_visobert_09146,700,train,20260520
fresh_visobert_04460,701,train,20260520
fresh_visobert_06983,702,test,20260520
fresh_visobert_08760,703,train,20260520
fresh_visobert_03328,704,dev,20260520
fresh_visobert_10447,705,train,20260520
fresh_visobert_05006,706,train,20260520
fresh_visobert_05089,707,dev,20260520
fresh_visobert_08308,708,train,20260520
fresh_visobert_04433,709,train,20260520
fresh_visobert_02667,710,dev,20260520
fresh_visobert_01153,711,train,20260520
fresh_visobert_08148,712,train,20260520
fresh_visobert_02054,713,train,20260520
fresh_visobert_07834,714,train,20260520
fresh_visobert_09634,715,dev,20260520
fresh_visobert_03685,716,test,20260520
fresh_visobert_07461,717,dev,20260520
fresh_visobert_07571,718,train,20260520
fresh_visobert_01386,719,train,20260520
fresh_visobert_01193,720,test,20260520
fresh_visobert_11552,721,train,20260520
fresh_visobert_00153,722,train,20260520
fresh_visobert_07671,723,train,20260520
fresh_visobert_03500,724,train,20260520
fresh_visobert_09122,725,test,20260520
fresh_visobert_02434,726,train,20260520
fresh_visobert_10796,727,train,20260520
fresh_visobert_00893,728,train,20260520
